"stopno","name","lat","long"
"120826",NA,51.1135,17.067142
"121009",NA,51.087315,17.0461395
"71951007",NA,51.04254,16.990788
"11704",NA,51.096134,16.986475
"120853",NA,51.115685,17.060776
"25517",NA,51.095142,17.116705
"23165",NA,51.15053,17.043175
"29516",NA,51.153206,17.104635
"24323",NA,51.113827,17.09868
"23315",NA,51.151825,16.993305
"26314",NA,51.05654,17.02509
"23731",NA,51.135548,17.057777
"24107",NA,51.142185,17.09406
"11522",NA,51.093533,17.008924
"18150",NA,51.1403235,16.899619
"2",NA,51.124374,17.041044
"18142",NA,51.1432,16.889
"21154",NA,51.078632,17.064339
"24114",NA,51.131582,17.0705005
"11231",NA,51.089725,17.028698
"20811",NA,51.11361,17.05029
"16518",NA,51.076584,16.996908
"21029",NA,51.077133,17.045746
"17512",NA,51.110966,16.890865
